,Engine,HI,OP1,OP2,OP3,RUL,Sensor1,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor2,Sensor20,Sensor21,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9
3800,19,1,-0.0002,-0.0003,100,25,518.67,1.3,47.63,521.64,2388.12,8124.72,8.4403,0.03,392,2388,100,642.67,38.7,23.3463,1584.52,1406.04,14.62,21.61,553.08,2388.14,9038.15
3801,19,1,0.0029,-0.0004,100,26,518.67,1.3,47.44,521.48,2388.15,8123.29,8.4408,0.03,393,2388,100,642.37,38.86,23.2728,1588.86,1411.93,14.62,21.61,553.96,2388.11,9046.5
3802,19,1,-0.0028,-0.0001,100,27,518.67,1.3,47.49,521.18,2388.13,8137.19,8.4714,0.03,393,2388,100,642.95,38.76,23.3233,1585.16,1406.91,14.62,21.61,553.47,2388.14,9044.31
3803,19,1,-0.0008,-0.0004,100,28,518.67,1.3,47.37,521.71,2388.18,8129.24,8.4498,0.03,393,2388,100,642.07,38.86,23.3038,1581.79,1412.55,14.62,21.61,553.45,2388.11,9046.86
3804,19,1,0.001,-0.0003,100,29,518.67,1.3,47.53,521.44,2388.17,8118.97,8.4473,0.03,392,2388,100,641.91,38.85,23.3194,1589.32,1410.98,14.62,21.61,553.37,2388.18,9043.34
3805,19,1,0.0022,-0.0001,100,30,518.67,1.3,47.62,521.24,2388.14,8124.29,8.465,0.03,393,2388,100,642.54,39.02,23.2854,1588.02,1415.56,14.62,21.61,553.1,2388.15,9051.33
3934,20,1,0.0023,0.0002,100,1,518.67,1.3,47.56,521.93,2388.02,8136.61,8.4498,0.03,391,2388,100,643.0,38.88,23.2767,1589.87,1404.3,14.62,21.61,553.44,2388.1,9063.7
3935,20,1,0.0002,0.0,100,2,518.67,1.3,47.67,520.66,2388.06,8136.47,8.4217,0.03,393,2388,100,642.72,38.79,23.2626,1588.75,1406.6,14.62,21.61,553.77,2388.13,9055.4
3936,20,1,-0.001,-0.0001,100,3,518.67,1.3,47.49,521.14,2388.07,8136.89,8.4432,0.03,391,2388,100,642.9,38.79,23.276,1587.31,1404.3,14.62,21.61,552.91,2388.05,9055.83
3937,20,1,0.0013,0.0,100,4,518.67,1.3,47.61,521.63,2388.09,8133.4,8.439,0.03,393,2388,100,642.42,38.87,23.2784,1583.0,1417.06,14.62,21.61,553.69,2388.04,9057.87
3938,20,1,-0.0009,-0.0003,100,5,518.67,1.3,47.55,521.48,2388.09,8135.61,8.4171,0.03,392,2388,100,642.55,38.88,23.2748,1585.71,1406.9,14.62,21.61,553.06,2388.06,9054.13
3939,20,1,0.001,-0.0003,100,6,518.67,1.3,47.48,521.62,2388.05,8130.93,8.4453,0.03,393,2388,100,643.16,38.82,23.3133,1586.19,1403.67,14.62,21.61,552.42,2388.07,9054.09
3940,20,1,0.0014,0.0004,100,7,518.67,1.3,47.56,521.07,2388.08,8142.14,8.4528,0.03,392,2388,100,642.44,38.94,23.2666,1583.76,1404.13,14.62,21.61,554.4,2388.07,9058.45
3941,20,1,-0.0017,-0.0005,100,8,518.67,1.3,47.46,521.09,2388.06,8132.59,8.4364,0.03,392,2388,100,642.66,38.79,23.2775,1589.12,1408.09,14.62,21.61,553.43,2388.11,9051.23
3942,20,1,0.0039,0.0004,100,9,518.67,1.3,47.61,521.43,2388.09,8135.27,8.4559,0.03,392,2388,100,642.39,38.88,23.3822,1584.35,1403.87,14.62,21.61,553.46,2388.1,9056.89
3943,20,1,0.0025,-0.0005,100,10,518.67,1.3,47.48,521.9,2388.12,8131.19,8.4414,0.03,392,2388,100,642.73,38.89,23.4045,1585.04,1397.76,14.62,21.61,553.64,2388.09,9054.98
3944,20,1,0.0019,0.0002,100,11,518.67,1.3,47.42,521.51,2388.11,8138.91,8.4197,0.03,394,2388,100,642.56,38.84,23.2635,1586.04,1410.55,14.62,21.61,553.34,2388.08,9055.25
3945,20,1,0.0037,0.0003,100,12,518.67,1.3,47.54,521.69,2388.1,8134.99,8.4545,0.03,393,2388,100,642.39,38.66,23.3024,1585.47,1407.66,14.62,21.61,554.31,2388.06,9058.02
3946,20,1,-0.0026,0.0003,100,13,518.67,1.3,47.37,521.45,2388.07,8133.4,8.4751,0.03,394,2388,100,642.76,38.7,23.2503,1589.63,1405.47,14.62,21.61,553.92,2388.11,9050.25
3947,20,1,0.0019,0.0002,100,14,518.67,1.3,47.6,521.67,2388.12,8136.14,8.4054,0.03,392,2388,100,642.31,38.93,23.3803,1591.06,1411.72,14.62,21.61,552.96,2388.06,9059.48
3948,20,1,-0.0046,-0.0005,100,15,518.67,1.3,47.61,521.28,2388.13,8137.29,8.4377,0.03,393,2388,100,641.83,38.94,23.3967,1592.49,1406.63,14.62,21.61,553.42,2388.03,9057.06
3949,20,1,0.0023,0.0003,100,16,518.67,1.3,47.42,522.03,2388.14,8135.58,8.4111,0.03,394,2388,100,642.45,38.83,23.3011,1589.62,1399.9,14.62,21.61,553.36,2388.09,9058.45
3950,20,1,-0.0009,0.0004,100,17,518.67,1.3,47.54,521.52,2388.1,8139.99,8.446,0.03,391,2388,100,642.52,38.78,23.230999999999998,1588.52,1405.1,14.62,21.61,552.78,2388.16,9059.77
3951,20,1,-0.0027,0.0001,100,18,518.67,1.3,47.52,520.19,2388.08,8137.14,8.4085,0.03,393,2388,100,642.63,38.9,23.3501,1589.33,1404.53,14.62,21.61,554.07,2388.09,9050.6
3952,20,1,0.0038,0.0005,100,19,518.67,1.3,47.37,520.99,2388.05,8142.76,8.4607,0.03,393,2388,100,643.1,38.89,23.2071,1593.38,1403.45,14.62,21.61,553.66,2388.06,9059.7
3953,20,1,-0.0013,-0.0001,100,20,518.67,1.3,47.35,521.31,2388.09,8134.9,8.44,0.03,392,2388,100,642.78,38.78,23.3233,1592.77,1406.23,14.62,21.61,553.05,2388.11,9060.11
3954,20,1,-0.0023,0.0004,100,21,518.67,1.3,47.57,521.48,2388.11,8131.8,8.4344,0.03,394,2388,100,642.59,38.78,23.4263,1583.52,1411.61,14.62,21.61,554.02,2388.07,9052.34
3955,20,1,-0.0027,-0.0001,100,22,518.67,1.3,47.53,521.68,2388.09,8133.22,8.4422,0.03,392,2388,100,642.59,38.94,23.3007,1585.06,1405.34,14.62,21.61,553.23,2388.11,9063.25
3956,20,1,-0.0001,-0.0003,100,23,518.67,1.3,47.69,521.3,2388.12,8141.68,8.4479,0.03,394,2388,100,643.3,38.94,23.3758,1601.08,1406.85,14.62,21.61,553.68,2388.1,9056.81
3957,20,1,-0.0007,-0.0005,100,24,518.67,1.3,47.37,521.22,2388.03,8140.57,8.4664,0.03,393,2388,100,642.61,38.86,23.2466,1588.31,1402.29,14.62,21.61,553.14,2388.07,9059.5
3958,20,1,0.0014,-0.0003,100,25,518.67,1.3,47.54,521.52,2388.09,8142.21,8.4509,0.03,393,2388,100,642.22,38.97,23.2967,1582.05,1407.26,14.62,21.61,553.85,2388.11,9051.94
3959,20,1,0.0036,-0.0003,100,26,518.67,1.3,47.43,521.34,2388.08,8138.44,8.4508,0.03,394,2388,100,642.48,38.71,23.3192,1596.63,1410.81,14.62,21.61,553.57,2388.08,9054.64
3960,20,1,-0.0016,0.0003,100,27,518.67,1.3,47.56,521.67,2388.15,8138.66,8.4485,0.03,393,2388,100,643.11,38.85,23.3431,1583.9,1404.13,14.62,21.61,553.25,2388.1,9049.63
3961,20,1,-0.0029,-0.0002,100,28,518.67,1.3,47.4,521.17,2388.05,8139.86,8.4256,0.03,391,2388,100,642.52,38.78,23.3833,1586.56,1404.01,14.62,21.61,553.3,2388.08,9061.35
3962,20,1,0.0031,0.0,100,29,518.67,1.3,47.67,521.6,2388.13,8144.09,8.418,0.03,393,2388,100,642.78,38.85,23.3385,1587.38,1412.5,14.62,21.61,553.51,2388.06,9056.46
3963,20,1,0.0009,-0.0005,100,30,518.67,1.3,47.53,520.94,2388.11,8137.16,8.4731,0.03,393,2388,100,642.92,38.7,23.1653,1596.94,1405.78,14.62,21.61,553.37,2388.09,9051.02
4168,21,1,-0.0017,-0.0005,100,1,518.67,1.3,47.44,521.76,2388.06,8128.48,8.4181,0.03,395,2388,100,642.24,38.9,23.3554,1582.88,1410.66,14.62,21.61,553.57,2388.07,9047.42
4169,21,1,-0.0013,0.0004,100,2,518.67,1.3,47.25,521.39,2388.05,8120.15,8.3895,0.03,392,2388,100,642.27,38.81,23.23,1582.13,1404.54,14.62,21.61,553.22,2388.03,9043.88
4170,21,1,0.0025,-0.0003,100,3,518.67,1.3,47.43,521.26,2388.12,8124.89,8.4454,0.03,392,2388,100,642.47,38.69,23.3471,1589.73,1408.88,14.62,21.61,553.21,2388.11,9048.33
4171,21,1,0.0013,-0.0003,100,4,518.67,1.3,47.35,521.81,2388.08,8126.21,8.3913,0.03,393,2388,100,642.5,39.0,23.4179,1587.18,1409.45,14.62,21.61,553.3,2388.05,9052.17
4172,21,1,-0.0006,-0.0002,100,5,518.67,1.3,47.57,521.82,2388.1,8130.92,8.4825,0.03,393,2388,100,642.21,38.88,23.2637,1596.51,1401.46,14.62,21.61,553.03,2388.04,9047.48
4173,21,1,0.0061,0.0,100,6,518.67,1.3,47.46,521.7,2387.98,8130.7,8.4145,0.03,391,2388,100,642.37,38.95,23.4954,1592.15,1401.04,14.62,21.61,553.95,2388.06,9048.37
4174,21,1,-0.0009,0.0004,100,7,518.67,1.3,47.32,521.5,2388.1,8134.62,8.4465,0.03,392,2388,100,642.45,38.94,23.3536,1593.79,1397.77,14.62,21.61,553.21,2388.08,9045.96
4175,21,1,0.0016,0.0002,100,8,518.67,1.3,47.4,521.96,2388.06,8129.22,8.4318,0.03,392,2388,100,642.44,38.91,23.3867,1585.67,1407.8,14.62,21.61,553.48,2388.16,9050.91
4176,21,1,0.0001,-0.0004,100,9,518.67,1.3,47.38,522.04,2388.1,8127.36,8.4487,0.03,391,2388,100,641.91,39.03,23.2562,1590.36,1402.62,14.62,21.61,553.0,2388.1,9049.76
4177,21,1,-0.0055,-0.0002,100,10,518.67,1.3,47.34,521.46,2388.09,8128.64,8.4286,0.03,392,2388,100,642.25,38.81,23.2975,1582.71,1404.6,14.62,21.61,552.57,2388.07,9045.19
4178,21,1,0.0023,0.0003,100,11,518.67,1.3,47.39,522.17,2388.12,8128.12,8.4436,0.03,392,2388,100,642.51,38.81,23.4113,1585.7,1403.51,14.62,21.61,554.37,2388.12,9042.53
4179,21,1,0.0063,0.0,100,12,518.67,1.3,47.52,522.01,2388.07,8132.49,8.4336,0.03,392,2388,100,642.02,39.01,23.3711,1590.84,1398.53,14.62,21.61,553.55,2388.07,9037.63
4180,21,1,-0.0002,0.0003,100,13,518.67,1.3,47.52,522.04,2388.13,8128.52,8.455,0.03,392,2388,100,642.49,38.89,23.3916,1587.28,1405.33,14.62,21.61,553.23,2388.04,9044.07
4181,21,1,0.001,-0.0003,100,14,518.67,1.3,47.43,522.27,2388.08,8126.26,8.4237,0.03,391,2388,100,642.76,38.93,23.379,1589.09,1408.25,14.62,21.61,553.68,2388.11,9039.23
4182,21,1,-0.0022,0.0002,100,15,518.67,1.3,47.54,521.56,2388.12,8130.06,8.4479,0.03,393,2388,100,642.63,38.89,23.371,1587.31,1400.25,14.62,21.61,553.46,2388.1,9046.51
4183,21,1,0.0001,-0.0004,100,16,518.67,1.3,47.5,521.48,2388.11,8124.5,8.4599,0.03,394,2388,100,642.53,38.96,23.3728,1591.64,1403.06,14.62,21.61,553.67,2388.04,9043.0
4184,21,1,-0.0049,-0.0005,100,17,518.67,1.3,47.51,521.34,2388.1,8127.03,8.3877,0.03,392,2388,100,642.42,38.79,23.3632,1581.82,1402.04,14.62,21.61,554.46,2388.07,9048.32
4185,21,1,-0.002,0.0,100,18,518.67,1.3,47.5,521.43,2388.07,8128.01,8.406,0.03,392,2388,100,642.83,38.92,23.357,1588.93,1404.68,14.62,21.61,553.92,2388.13,9043.56
4186,21,1,0.0004,-0.0002,100,19,518.67,1.3,47.31,521.9,2388.1,8122.4,8.4181,0.03,393,2388,100,641.95,38.98,23.3561,1587.76,1405.51,14.62,21.61,554.13,2388.1,9041.95
4187,21,1,-0.0015,0.0002,100,20,518.67,1.3,47.26,522.29,2388.09,8126.48,8.4522,0.03,392,2388,100,642.15,38.83,23.4062,1585.71,1406.4,14.62,21.61,553.98,2388.15,9044.17
4188,21,1,0.0018,0.0002,100,21,518.67,1.3,47.41,521.69,2388.07,8128.46,8.4304,0.03,393,2388,100,643.19,38.89,23.3401,1585.38,1402.15,14.62,21.61,553.49,2388.12,9050.29
4189,21,1,0.0021,-0.0004,100,22,518.67,1.3,47.16,521.86,2388.06,8129.3,8.4256,0.03,390,2388,100,642.1,38.87,23.375999999999998,1588.54,1402.64,14.62,21.61,553.92,2388.13,9040.15
4190,21,1,-0.0006,-0.0005,100,23,518.67,1.3,47.41,521.4,2388.1,8126.88,8.4147,0.03,392,2388,100,642.44,38.9,23.2788,1592.31,1410.76,14.62,21.61,553.72,2388.09,9045.41
4191,21,1,-0.0032,0.0003,100,24,518.67,1.3,47.4,521.74,2388.12,8129.95,8.4303,0.03,393,2388,100,642.27,38.69,23.3584,1587.87,1409.06,14.62,21.61,553.36,2388.16,9042.55
4192,21,1,0.0029,-0.0004,100,25,518.67,1.3,47.65,521.51,2388.09,8126.17,8.4385,0.03,393,2388,100,642.84,38.9,23.2132,1582.84,1410.79,14.62,21.61,553.97,2388.12,9042.82
4193,21,1,-0.0007,-0.0002,100,26,518.67,1.3,47.59,521.6,2388.12,8126.36,8.408999999999999,0.03,393,2388,100,642.64,38.72,23.3239,1581.12,1405.47,14.62,21.61,553.63,2388.06,9049.68
4194,21,1,-0.0006,-0.0002,100,27,518.67,1.3,47.34,522.11,2388.12,8127.71,8.4218,0.03,393,2388,100,642.29,38.97,23.4011,1587.82,1401.12,14.62,21.61,552.92,2388.04,9049.75
4195,21,1,0.0007,0.0004,100,28,518.67,1.3,47.32,521.97,2388.1,8125.51,8.3869,0.03,393,2388,100,642.45,38.96,23.3508,1583.56,1408.53,14.62,21.61,553.39,2388.13,9050.08
4196,21,1,0.0034,-0.0004,100,29,518.67,1.3,47.36,521.57,2388.06,8124.32,8.4112,0.03,392,2388,100,642.73,38.85,23.2393,1585.45,1404.01,14.62,21.61,553.64,2388.09,9046.99
4197,21,1,0.0024,0.0001,100,30,518.67,1.3,47.32,521.89,2388.07,8131.47,8.4284,0.03,392,2388,100,642.84,38.86,23.293000000000003,1586.27,1406.22,14.62,21.61,554.25,2388.11,9043.42
4363,22,1,0.0,-0.0003,100,1,518.67,1.3,47.46,521.07,2388.16,8127.45,8.4425,0.03,393,2388,100,642.68,38.96,23.3081,1595.65,1408.51,14.62,21.61,553.04,2388.09,9048.21
4364,22,1,0.0022,0.0001,100,2,518.67,1.3,47.65,521.14,2388.15,8131.18,8.4395,0.03,393,2388,100,642.59,38.71,23.4163,1590.88,1411.44,14.62,21.61,552.92,2388.16,9044.01
4365,22,1,-0.0018,0.0002,100,3,518.67,1.3,47.49,520.81,2388.15,8125.89,8.4301,0.03,394,2388,100,642.41,38.76,23.1676,1589.32,1410.07,14.62,21.61,552.67,2388.13,9056.46
4366,22,1,0.0005,0.0004,100,4,518.67,1.3,47.5,521.63,2388.15,8127.41,8.4372,0.03,392,2388,100,642.42,38.89,23.2945,1596.85,1403.26,14.62,21.61,553.31,2388.07,9045.95
4367,22,1,-0.0001,0.0001,100,5,518.67,1.3,47.71,520.94,2388.2,8128.25,8.4278,0.03,394,2388,100,642.36,38.68,23.2824,1587.95,1407.96,14.62,21.61,554.04,2388.13,9035.89
4368,22,1,-0.0004,0.0003,100,6,518.67,1.3,47.41,521.27,2388.15,8135.4,8.4446,0.03,393,2388,100,642.66,38.78,23.3516,1587.49,1413.09,14.62,21.61,553.75,2388.06,9044.99
4369,22,1,-0.0005,0.0002,100,7,518.67,1.3,47.66,520.55,2388.13,8127.41,8.4663,0.03,394,2388,100,642.63,38.91,23.304000000000002,1594.08,1406.14,14.62,21.61,553.59,2388.12,9040.26
4370,22,1,0.0011,-0.0004,100,8,518.67,1.3,47.66,521.43,2388.17,8126.0,8.4409,0.03,393,2388,100,643.18,38.92,23.3256,1584.45,1418.91,14.62,21.61,553.83,2388.11,9052.11
4371,22,1,0.0009,-0.0005,100,9,518.67,1.3,47.65,521.58,2388.16,8124.8,8.4316,0.03,394,2388,100,643.11,38.82,23.2955,1590.34,1409.79,14.62,21.61,553.57,2388.22,9040.64
4372,22,1,0.0012,-0.0003,100,10,518.67,1.3,47.67,521.2,2388.11,8122.79,8.4794,0.03,393,2388,100,642.29,38.72,23.2838,1591.75,1411.62,14.62,21.61,553.33,2388.15,9044.26
4373,22,1,0.0017,0.0004,100,11,518.67,1.3,47.73,520.48,2388.12,8127.28,8.4147,0.03,394,2388,100,642.61,38.7,23.3495,1587.96,1404.46,14.62,21.61,554.07,2388.14,9042.47
4374,22,1,-0.001,0.0002,100,12,518.67,1.3,47.59,520.83,2388.11,8123.69,8.4622,0.03,393,2388,100,642.72,38.84,23.1621,1586.77,1413.64,14.62,21.61,552.9,2388.21,9039.84
4375,22,1,-0.0041,0.0004,100,13,518.67,1.3,47.67,521.21,2388.12,8121.41,8.4276,0.03,394,2388,100,642.45,38.8,23.3091,1595.05,1413.46,14.62,21.61,552.68,2388.12,9046.53
4376,22,1,0.0004,-0.0002,100,14,518.67,1.3,47.65,520.88,2388.14,8125.04,8.4289,0.03,394,2388,100,642.89,38.86,23.1621,1590.5,1420.34,14.62,21.61,554.09,2388.12,9039.32
4377,22,1,-0.0014,-0.0001,100,15,518.67,1.3,47.46,521.0,2388.09,8127.87,8.4551,0.03,394,2388,100,642.69,38.71,23.3128,1600.63,1414.01,14.62,21.61,552.0,2388.19,9045.78
4378,22,1,0.0015,-0.0003,100,16,518.67,1.3,47.59,521.01,2388.15,8135.22,8.454,0.03,394,2388,100,642.42,38.86,23.3476,1586.73,1410.75,14.62,21.61,552.99,2388.14,9041.7
4379,22,1,0.0022,0.0004,100,17,518.67,1.3,47.71,520.99,2388.16,8129.56,8.4312,0.03,392,2388,100,642.88,38.8,23.3163,1587.89,1406.81,14.62,21.61,553.92,2388.12,9037.92
4380,22,1,0.0021,0.0002,100,18,518.67,1.3,47.6,521.5,2388.21,8123.89,8.4288,0.03,393,2388,100,642.64,38.83,23.1931,1592.63,1409.51,14.62,21.61,552.79,2388.12,9042.88
4381,22,1,0.0001,-0.0004,100,19,518.67,1.3,47.65,521.81,2388.17,8131.67,8.441,0.03,393,2388,100,643.03,38.71,23.3558,1585.65,1413.45,14.62,21.61,552.6,2388.12,9048.97
4382,22,1,-0.0014,-0.0001,100,20,518.67,1.3,47.74,520.91,2388.14,8125.48,8.4526,0.03,393,2388,100,643.22,39.01,23.2308,1591.93,1411.39,14.62,21.61,553.18,2388.14,9044.9
4383,22,1,-0.0014,0.0,100,21,518.67,1.3,47.68,520.71,2388.14,8123.6,8.4246,0.03,393,2388,100,642.56,38.84,23.2658,1593.16,1409.59,14.62,21.61,553.37,2388.12,9044.41
4384,22,1,0.0007,0.0004,100,22,518.67,1.3,47.58,520.82,2388.08,8132.42,8.4274,0.03,392,2388,100,642.67,38.78,23.241999999999997,1587.34,1412.77,14.62,21.61,553.08,2388.15,9042.13
4385,22,1,0.0001,0.0001,100,23,518.67,1.3,47.57,520.97,2388.14,8121.34,8.4364,0.03,393,2388,100,642.44,38.79,23.3627,1595.99,1409.68,14.62,21.61,553.57,2388.13,9043.14
4386,22,1,0.0008,0.0004,100,24,518.67,1.3,47.47,521.56,2388.17,8125.34,8.4327,0.03,395,2388,100,642.91,38.73,23.2765,1586.17,1409.73,14.62,21.61,553.32,2388.12,9047.04
4387,22,1,0.0019,-0.0001,100,25,518.67,1.3,47.66,520.49,2388.16,8116.77,8.4643,0.03,394,2388,100,642.6,38.69,23.3008,1593.43,1409.55,14.62,21.61,553.4,2388.09,9048.42
4388,22,1,0.0007,0.0,100,26,518.67,1.3,47.4,520.75,2388.16,8126.34,8.4655,0.03,393,2388,100,642.92,38.96,23.2249,1589.99,1408.98,14.62,21.61,552.63,2388.18,9049.9
4389,22,1,0.0032,0.0,100,27,518.67,1.3,47.66,521.39,2388.13,8133.38,8.4366,0.03,393,2388,100,642.69,38.61,23.3329,1590.61,1410.76,14.62,21.61,553.64,2388.13,9052.21
4390,22,1,-0.0013,-0.0005,100,28,518.67,1.3,47.71,521.28,2388.1,8128.43,8.4493,0.03,394,2388,100,642.83,38.94,23.2111,1588.41,1411.78,14.62,21.61,552.87,2388.16,9041.39
4391,22,1,0.0006,-0.0002,100,29,518.67,1.3,47.46,521.2,2388.15,8132.2,8.4415,0.03,394,2388,100,642.75,38.72,23.276,1588.83,1411.5,14.62,21.61,553.22,2388.13,9038.83
4392,22,1,-0.0024,0.0003,100,30,518.67,1.3,47.66,521.41,2388.2,8125.15,8.4389,0.03,393,2388,100,642.84,38.88,23.3015,1592.78,1412.47,14.62,21.61,553.33,2388.11,9037.23
4565,23,1,0.0027,0.0005,100,1,518.67,1.3,47.54,521.78,2388.1,8131.29,8.4069,0.03,394,2388,100,641.98,38.79,23.2717,1591.38,1408.8,14.62,21.61,553.33,2388.12,9049.85
4566,23,1,0.0002,0.0001,100,2,518.67,1.3,47.47,521.45,2388.06,8128.77,8.4202,0.03,395,2388,100,642.36,38.81,23.302,1592.51,1413.03,14.62,21.61,553.62,2388.1,9055.75
4567,23,1,-0.0019,0.0004,100,3,518.67,1.3,47.65,521.36,2388.13,8131.83,8.4205,0.03,392,2388,100,642.73,38.78,23.2883,1591.65,1406.75,14.62,21.61,554.08,2388.08,9046.92
4568,23,1,0.001,0.0,100,4,518.67,1.3,47.36,520.8,2388.04,8130.98,8.4426,0.03,392,2388,100,643.14,38.79,23.3341,1584.3,1404.01,14.62,21.61,553.79,2388.15,9054.05
4569,23,1,-0.0002,0.0003,100,5,518.67,1.3,47.47,522.02,2388.1,8133.79,8.4516,0.03,393,2388,100,643.22,38.86,23.2834,1590.03,1407.33,14.62,21.61,553.51,2388.06,9049.28
4570,23,1,0.001,0.0005,100,6,518.67,1.3,47.48,521.54,2388.1,8132.34,8.4537,0.03,393,2388,100,642.63,38.73,23.2312,1589.38,1405.34,14.62,21.61,553.27,2388.12,9054.39
4571,23,1,0.0042,-0.0001,100,7,518.67,1.3,47.42,521.08,2388.1,8134.93,8.4534,0.03,395,2388,100,642.35,38.99,23.4684,1587.89,1403.7,14.62,21.61,553.35,2388.1,9049.23
4572,23,1,-0.0004,0.0003,100,8,518.67,1.3,47.54,521.88,2388.09,8129.57,8.4299,0.03,392,2388,100,642.42,38.78,23.3211,1590.48,1406.04,14.62,21.61,553.55,2388.08,9051.94
4573,23,1,-0.0006,0.0003,100,9,518.67,1.3,47.55,521.44,2388.07,8133.94,8.4381,0.03,394,2388,100,642.07,38.91,23.2736,1583.6,1404.51,14.62,21.61,553.74,2388.15,9049.9
4574,23,1,0.0,-0.0001,100,10,518.67,1.3,47.41,521.8,2388.13,8130.52,8.4447,0.03,393,2388,100,642.82,38.97,23.3787,1590.18,1411.38,14.62,21.61,553.06,2388.16,9046.85
4575,23,1,0.0005,0.0001,100,11,518.67,1.3,47.41,521.48,2388.07,8129.41,8.4402,0.03,395,2388,100,642.0,38.91,23.4845,1583.28,1408.31,14.62,21.61,553.53,2388.1,9059.41
4576,23,1,0.0018,-0.0004,100,12,518.67,1.3,47.52,521.99,2388.05,8132.51,8.4723,0.03,392,2388,100,643.02,39.12,23.2584,1590.11,1405.08,14.62,21.61,553.81,2388.05,9049.55
4577,23,1,-0.0019,0.0002,100,13,518.67,1.3,47.53,521.39,2388.09,8135.44,8.4124,0.03,393,2388,100,642.05,38.92,23.3083,1586.29,1407.89,14.62,21.61,553.18,2388.06,9056.87
4578,23,1,0.0026,0.0003,100,14,518.67,1.3,47.44,522.03,2388.03,8131.76,8.4418,0.03,394,2388,100,642.28,38.79,23.2471,1589.44,1408.65,14.62,21.61,553.06,2388.08,9053.29
4579,23,1,-0.0014,0.0002,100,15,518.67,1.3,47.47,521.27,2388.07,8130.96,8.437000000000001,0.03,392,2388,100,642.3,38.73,23.2106,1587.72,1407.97,14.62,21.61,553.35,2388.08,9057.49
4580,23,1,0.0032,0.0002,100,16,518.67,1.3,47.32,522.04,2388.09,8133.34,8.4264,0.03,392,2388,100,643.15,38.87,23.3349,1592.31,1404.77,14.62,21.61,554.35,2388.09,9053.96
4581,23,1,-0.0015,-0.0003,100,17,518.67,1.3,47.53,521.69,2388.11,8131.16,8.4293,0.03,394,2388,100,642.1,38.83,23.1573,1592.03,1404.46,14.62,21.61,553.08,2388.09,9049.63
4582,23,1,0.0007,-0.0001,100,18,518.67,1.3,47.47,521.47,2388.09,8129.87,8.4397,0.03,394,2388,100,642.93,38.8,23.2228,1585.15,1403.05,14.62,21.61,554.53,2388.11,9053.33
4583,23,1,0.0025,-0.0001,100,19,518.67,1.3,47.53,520.97,2388.13,8132.09,8.441,0.03,393,2388,100,642.97,38.86,23.2699,1586.67,1411.0,14.62,21.61,553.24,2388.1,9057.03
4584,23,1,0.0005,-0.0002,100,20,518.67,1.3,47.51,521.26,2388.09,8128.16,8.4513,0.03,394,2388,100,642.72,38.93,23.2933,1589.12,1413.54,14.62,21.61,554.26,2388.08,9047.01
4585,23,1,0.0016,0.0005,100,21,518.67,1.3,47.53,521.53,2388.07,8128.82,8.4451,0.03,393,2388,100,642.79,38.8,23.2619,1583.23,1407.15,14.62,21.61,553.58,2388.14,9056.63
4586,23,1,0.0008,0.0003,100,22,518.67,1.3,47.68,521.3,2388.11,8129.32,8.4228,0.03,393,2388,100,642.74,38.81,23.3285,1586.23,1407.82,14.62,21.61,553.12,2388.03,9059.88
4587,23,1,0.0018,-0.0004,100,23,518.67,1.3,47.5,521.54,2388.12,8133.34,8.4293,0.03,393,2388,100,642.42,38.82,23.3447,1587.51,1405.41,14.62,21.61,553.24,2388.08,9050.0
4588,23,1,0.0026,0.0005,100,24,518.67,1.3,47.37,522.19,2388.07,8134.69,8.463,0.03,392,2388,100,642.94,38.88,23.4065,1585.49,1400.12,14.62,21.61,553.66,2388.1,9049.8
4589,23,1,0.0007,-0.0004,100,25,518.67,1.3,47.49,520.88,2388.12,8137.12,8.4591,0.03,394,2388,100,642.7,38.75,23.3392,1585.12,1410.4,14.62,21.61,554.34,2388.09,9055.37
4590,23,1,-0.0029,0.0003,100,26,518.67,1.3,47.58,521.65,2388.1,8131.56,8.4414,0.03,394,2388,100,642.66,38.98,23.3122,1591.82,1402.9,14.62,21.61,554.41,2388.1,9049.32
4591,23,1,0.0002,0.0003,100,27,518.67,1.3,47.42,522.06,2388.1,8130.88,8.4118,0.03,391,2388,100,642.43,38.85,23.328000000000003,1581.84,1410.64,14.62,21.61,553.83,2388.06,9054.67
4592,23,1,0.0005,0.0001,100,28,518.67,1.3,47.21,521.48,2388.14,8134.36,8.4486,0.03,391,2388,100,642.38,38.84,23.3566,1597.25,1403.37,14.62,21.61,553.48,2388.11,9056.24
4593,23,1,-0.0008,0.0003,100,29,518.67,1.3,47.53,521.53,2388.03,8129.46,8.3864,0.03,394,2388,100,642.88,38.81,23.3557,1595.0,1399.8,14.62,21.61,554.26,2388.07,9053.04
4594,23,1,-0.0005,-0.0005,100,30,518.67,1.3,47.54,521.85,2388.08,8137.91,8.4041,0.03,392,2388,100,642.46,38.76,23.2102,1592.92,1403.6,14.62,21.61,553.6,2388.08,9051.4
4733,24,1,0.0008,-0.0004,100,1,518.67,1.3,47.1,522.08,2388.0,8146.09,8.402999999999999,0.03,391,2388,100,642.17,39.08,23.3594,1587.9,1403.12,14.62,21.61,554.0,2388.07,9066.64
